Student_ID,University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you use University transportation?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,Do you have any physical disabilities?,How many Credit did you have completed?,What is your monthly family income?,CGPA,Internships,Placed,Salary (INR LPA)
958,2021,Female,20,2020,BCSE,9,No,5,2,Online,Yes,Yes,2,Advance,86,No,No,Yes,Artificial Intelligence,2,Data Science,Single,Yes,Bachelor,No,No,120,64000,7.87,4,Yes,28.42
959,2020,Female,21,2020,BCSE,10,Yes,7,3,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Networking,2,Hardware,Married,No,Family,Yes,No,138,65000,7.96,4,Yes,24.17
960,2021,Male,20,2020,BCSE,9,No,1,1,Offline,Yes,Yes,2,Intermediate,67,No,No,Yes,Cyber security,2,Data Science,Married,Yes,Family,No,No,103,65000,7.86,1,Yes,15.48
961,2022,Female,19,2022,BCSE,3,No,3,1,Offline,Yes,Yes,3,Advance,95,No,No,No,Machine Learning,1,Hardware,Single,No,Bachelor,No,No,35,65000,8.01,0,Yes,26.35
962,2019,Male,24,2018,BCSE,11,No,5,2,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development,2,Software,Relationship,No,Bachelor,Yes,No,143,66000,8.56,1,Yes,9.74
963,2020,Male,22,2019,BCSE,10,No,2,2,Offline,Yes,No,9,Advance,100,No,No,No,Programming,4,Software,Relationship,Yes,Bachelor,No,No,134,66000,7.66,1,No,0.0
964,2023,Female,19,2021,BCSE,2,No,2,2,Online,Yes,Yes,10,Advance,77,No,No,No,Machine Learning,2,Software,Relationship,No,Family,No,No,35,66000,8.07,1,Yes,22.36
965,2022,Male,21,2021,BCSE,5,No,4,2,Offline,Yes,Yes,2,Advance,85,No,No,No,Web development,4,Software,Relationship,Yes,Bachelor,No,No,65,66000,7.43,2,Yes,26.12
966,2021,Female,23,2019,BCSE,7,No,2,2,Online,Yes,Yes,6,Intermediate,100,No,No,Yes,Programming,1,Hardware,Relationship,No,Family,No,No,66,67000,8.65,4,Yes,12.63
967,2021,Female,20,2020,BCSE,9,No,2,2,Offline,Yes,No,2,Intermediate,89,Yes,No,Yes,Networking,4,Hardware,Single,No,Family,No,No,113,67000,6.96,3,Yes,23.45
968,2021,Male,22,2021,BCSE,8,No,2,2,Offline,Yes,Yes,3,Intermediate,68,Yes,No,No,Cyber security,4,Data Science,Single,Yes,Bachelor,No,No,88,67000,8.94,3,Yes,10.97
969,2020,Male,20,2020,BCSE,8,No,5,3,Online,Yes,Yes,6,Advance,90,No,No,No,Programming,2,UI/UX,Married,Yes,Family,No,No,77,68000,7.47,2,Yes,11.07
970,2021,Male,20,2020,BCSE,9,No,2,3,Offline,Yes,Yes,2,Intermediate,87,No,No,No,Networking,4,Hardware,Single,No,Bachelor,No,No,101,68000,6.36,1,No,0.0
971,2021,Female,21,2020,BCSE,9,No,2,2,Offline,Yes,Yes,3,Advance,86,No,No,Yes,Artificial Intelligence,1,Data Science,Single,Yes,Bachelor,Yes,No,119,68000,7.6,2,Yes,5.89
972,2020,Female,22,2018,BCSE,6,No,4,3,Offline,Yes,Yes,2,Intermediate,80,No,No,No,Cyber security,3,UI/UX,Single,No,Family,Yes,No,59,70000,6.96,2,Yes,14.88
973,2019,Female,22,2018,BCSE,10,No,4,2,Offline,Yes,Yes,7,Advance,95,No,No,No,Networking,2,Software,Relationship,No,Family,No,No,140,70000,8.17,0,Yes,22.7
974,2021,Female,22,2019,BCSE,8,Yes,4,3,Offline,Yes,No,3,Advance,100,No,No,No,Networking,3,Hardware,Single,Yes,Bachelor,No,No,109,70000,6.98,4,Yes,28.39
975,2022,Female,20,2021,BCSE,5,No,6,2,Online,Yes,Yes,3,Intermediate,100,No,No,No,Programming,2,Software,Relationship,No,Family,No,No,87,70000,7.14,3,Yes,19.3
976,2022,Male,19,2021,BCSE,5,No,3,3,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Networking,4,Hardware,Single,No,Family,No,No,77,70000,5.99,1,Yes,26.3
977,2019,Male,23,2019,BCSE,11,Yes,3,2,Offline,Yes,Yes,5,Advance,97,No,No,Yes,Programming,3,UI/UX,Single,Yes,Bachelor,No,No,139,71000,7.14,3,Yes,25.21
978,2021,Female,21,2020,BCSE,3,No,3,2,Online,Yes,Yes,10,Basic,30,Yes,No,No,Machine Learning,1,Hardware,Single,No,Family,No,No,34,73000,5.56,3,No,0.0
979,2022,Female,20,2020,BCSE,5,Yes,5,2,Online,Yes,Yes,9,Intermediate,90,No,No,Yes,Cyber security,1,Data Science,Single,Yes,Bachelor,No,No,72,73000,6.23,4,Yes,7.68
980,2021,Male,20,2021,BCSE,9,No,1,4,Offline,Yes,Yes,3,Intermediate,87,Yes,No,Yes,Web development,4,Software,Relationship,Yes,Family,No,No,123,74000,8.11,3,Yes,16.12
981,2019,Male,21,2019,BCSE,11,Yes,6,4,Offline,Yes,Yes,2,Advance,100,No,No,Yes,Programming,3,UI/UX,Single,No,Bachelor,No,No,139,75000,8.13,3,Yes,6.16
982,2021,Female,20,2020,BCSE,8,No,3,1,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Programming,2,UI/UX,Single,Yes,Bachelor,No,No,95,75000,7.84,2,Yes,21.42
983,2022,Female,19,2021,BCSE,6,No,3,1,Online,Yes,Yes,3,Intermediate,43,Yes,No,Yes,Machine Learning,2,Data Science,Relationship,Yes,Bachelor,Yes,No,73,75000,6.73,4,Yes,28.65
984,2021,Female,19,2020,BCSE,4,No,3,1,Online,Yes,Yes,9,Basic,70,No,No,No,Artificial Intelligence,3,Hardware,Relationship,No,Bachelor,Yes,No,46,77000,7.46,0,Yes,6.7
985,2020,Female,20,2020,BCSE,11,No,1,3,Offline,Yes,Yes,2,Intermediate,76,No,No,No,Programming,2,UI/UX,Married,Yes,Family,No,No,144,77000,7.5,1,Yes,22.81
986,2020,Male,20,2020,BCSE,11,No,2,1,Online,Yes,Yes,3,Intermediate,54,Yes,No,No,Programming,4,UI/UX,Single,Yes,Family,No,No,143,77000,6.57,3,Yes,20.07
987,2021,Male,19,2021,BCSE,4,No,4,2,Online,Yes,Yes,8,Intermediate,100,No,No,Yes,Machine Learning,2,Data Science,Single,Yes,Family,No,No,45,77000,8.7,1,Yes,18.76
988,2018,Male,25,2017,BCSE,12,No,1,3,Online,Yes,Yes,3,Advance,60,Yes,No,Yes,Programming,3,Software,Relationship,Yes,Bachelor,No,No,122,78000,8.2,0,Yes,13.53
989,2020,Female,22,2017,BCSE,11,No,1,1,Online,Yes,Yes,3,Intermediate,90,No,No,No,Networking,1,Artificial Intelligence,Married,No,Family,Yes,No,132,78000,7.32,1,Yes,12.59
990,2020,Male,24,2019,BCSE,10,No,3,2,Offline,Yes,Yes,5,Intermediate,77,No,No,No,Artificial Intelligence,1,Data Science,Single,No,Bachelor,No,No,132,78000,7.52,0,Yes,4.22
991,2019,Male,25,2019,BCSE,11,No,5,1,Offline,Yes,Yes,3,Advance,100,Yes,No,No,Web development,4,Software,Relationship,Yes,Family,No,No,143,78000,7.67,2,Yes,8.88
992,2021,Male,20,2020,BCSE,6,No,6,3,Online,Yes,No,3,Advance,100,No,No,No,Networking,1,Data Science,Single,Yes,Bachelor,No,No,97,78000,5.87,3,No,0.0
993,2021,Male,21,2020,BCSE,9,No,2,3,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development,4,Software,Single,Yes,Bachelor,No,No,124,78000,7.3,0,Yes,3.41
994,2021,Male,20,2020,BCSE,8,No,3,3,Offline,Yes,No,2,Intermediate,100,No,No,No,Cyber security,4,Data Science,Single,No,Bachelor,No,No,98,79000,6.95,1,No,0.0
995,2020,Female,20,2020,BCSE,11,Yes,1,3,Offline,Yes,Yes,3,Basic,100,No,No,No,Programming,4,UI/UX,Relationship,No,Family,No,No,143,79000,6.7,3,Yes,18.7
996,2020,Male,21,2019,BCSE,10,Yes,2,3,Offline,Yes,Yes,3,Basic,90,No,Yes,No,Programming,3,Data Science,Relationship,Yes,Family,No,No,125,80000,7.28,2,Yes,5.86
997,2020,Male,20,2019,BCSE,9,Yes,6,4,Offline,Yes,Yes,3,Advance,100,No,No,No,Programming,3,UI/UX,Single,No,Family,No,No,125,80000,8.94,3,Yes,26.57
998,2022,Male,21,2021,BCSE,5,No,2,2,Offline,Yes,Yes,5,Intermediate,78,No,No,Yes,Artificial Intelligence,2,Hardware,Single,Yes,Family,No,No,71,80000,8.01,0,Yes,17.12
999,2022,Female,21,2021,BCSE,6,No,3,2,Online,Yes,Yes,2,Intermediate,100,Yes,No,No,Artificial Intelligence,2,Software,Single,No,Bachelor,No,No,74,80000,7.04,2,Yes,21.89
1000,2020,Male,21,2020,BCSE,8,No,3,1,Online,Yes,Yes,7,Intermediate,71,No,No,No,Machine Learning,1,Software,Relationship,Yes,Bachelor,Yes,No,109,81000,7.96,1,No,0.0
